sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
1,Basketball,69.26343234936456,99.31034445762634,97.51724004745483,97.10344672203064,34.3448281288147,66.33626631128728,725,10.929165000000001
2,BlurBody,75.27516420494833,97.90419340133667,99.70059990882874,99.70059990882874,49.10179674625397,62.67406595938796,334,5.329158
3,BlurFace,85.58730941328139,100.0,100.0,100.0,99.3914783000946,55.49267761174374,493,8.884055
4,Bolt,1.097768378910257,1.7142856493592262,0.8571428246796131,1.4285714365541935,0.5714285653084517,61.14503690102977,350,5.724095
5,Bolt2,67.07407024787425,100.0,79.86348271369934,96.92832827568054,17.406143248081207,65.02582612759888,293,4.505902
6,Boy,83.73909994931434,100.0,99.50166344642639,99.83388781547546,89.86710906028748,60.317425964868406,602,9.980532
7,ClifBar,60.67395627762567,96.39830589294434,85.59321761131287,74.36440587043762,29.661017656326294,71.91834099014795,472,6.562999
8,Couple,71.37906726975778,100.0,82.14285969734192,95.71428298950195,40.714284777641296,59.454168268036376,140,2.354755
9,Crossing,78.44207137419517,100.0,100.0,100.0,71.66666388511658,59.03591400631979,120,2.032661
10,Crowds,6.852664470235979,9.22190174460411,8.06916430592537,8.933717757463455,3.7463977932929993,70.69041103927535,347,4.908728
11,Dancer,75.49765371385234,100.0,100.0,99.5555579662323,53.33333611488342,66.49073710153579,225,3.3839300000000003
12,Dancer2,70.59391639325581,100.0,99.33333396911621,100.0,28.66666615009308,66.20961434223837,150,2.2655320000000003
13,David,80.31726319613577,100.0,91.29511713981628,94.69214677810669,79.83014583587646,69.92914588897537,471,6.7353890000000005
14,David2,82.11936528506027,100.0,99.4413435459137,99.81378316879272,91.6201114654541,75.41993948708543,537,7.120132999999999
15,David3,78.36365514609828,100.0,98.41269850730896,100.0,62.30158805847168,65.16300447995656,252,3.8672250000000004
16,DragonBaby,68.93479088388632,92.03540086746216,86.72566413879395,86.72566413879395,46.01770043373108,54.26318991684285,113,2.0824430000000005
17,Dudek,83.21894907922784,97.37991094589233,100.0,100.0,87.59825229644775,79.21005232982706,1145,14.455236
18,FaceOcc1,74.681750395037,72.6457417011261,97.98206090927124,100.0,48.99103045463562,86.03026645078084,892,10.368444
19,FaceOcc2,77.22570187932224,97.29064106941223,90.51724076271057,98.2758641242981,64.16256427764893,84.04923546248403,812,9.661003999999998
20,FleetFace,68.88354684997448,56.15276098251343,83.16831588745117,88.82602453231812,45.26166915893555,74.09136943486834,707,9.542272
21,Freeman1,33.31842591011867,100.0,48.77300560474396,15.950919687747955,8.588957041501999,66.28952131441953,326,4.917821
22,Freeman3,34.85360435970545,89.7826075553894,55.434781312942505,33.043476939201355,11.739130318164825,67.43751657533525,460,6.821129
23,Freeman4,31.75414576672332,90.45936465263367,15.194346010684967,18.7279149889946,4.593639448285103,63.12317405624164,283,4.483298
24,Girl,72.83222333668466,100.0,96.39999866485596,99.59999918937683,41.600000858306885,74.90770247439617,500,6.674881
25,Girl2,5.927237775880116,7.199999690055847,6.800000369548798,7.133333384990692,5.999999865889549,70.25054999155589,1500,21.352146
26,Gym,51.077600080608775,96.61017060279846,83.57235789299011,51.108211278915405,0.2607561880722642,80.2781160495003,767,9.554285
27,Human2,70.65082800186762,87.14538812637329,92.19858050346375,96.27659320831299,39.6276593208313,77.40556315429316,1128,14.572596
