sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
1,Basketball,79.08522522174961,97.24137783050537,91.03448390960693,96.96551561355591,69.24138069152832,10.883820738098088,725,66.612637
2,Biker,52.41941450928862,89.4366204738617,83.80281925201416,66.90140962600708,9.154929220676422,20.645410423489707,142,6.878042000000001
3,Bird1,2.8914708636840394,3.6764707416296005,3.431372717022896,3.431372717022896,2.2058824077248573,25.55465341783155,408,15.965781
4,Bird2,81.3568703874327,96.96969985961914,93.9393937587738,97.97979593276978,74.7474730014801,24.180471314022984,99,4.094213000000001
5,BlurBody,71.06202311123866,55.9880256652832,99.10179376602173,98.80239367485046,27.2455096244812,25.770451631022684,334,12.96058
6,BlurCar1,80.67912396436463,99.59568977355957,99.59568977355957,100.0,76.68463587760925,24.99383406829353,742,29.687321999999998
7,BlurCar2,74.79917322462471,91.45299196243286,92.8205132484436,93.50427389144897,52.13675498962402,25.861033152253054,585,22.620905999999998
8,BlurCar3,27.544345854193775,33.05322229862213,33.05322229862213,33.05322229862213,31.93277418613434,26.19175031763917,357,13.630246
9,BlurCar4,83.83263893657069,100.0,100.0,100.0,92.8947389125824,25.91858182250737,380,14.661296
10,BlurFace,75.53441677260302,94.32048797607422,95.9432065486908,99.18864369392395,52.941179275512695,26.80703183789064,493,18.390697000000003
11,BlurOwl,80.7502334563024,98.09825420379639,97.78130054473877,98.89065027236938,77.33755707740784,24.89400126371577,631,25.347471999999996
12,Board,72.25379284985962,81.66189193725586,89.25501704216003,88.68194818496704,51.43266320228577,26.544774683921325,698,26.295194000000002
13,Bolt,1.159616022277526,1.7142856493592262,0.8571428246796131,1.4285714365541935,0.2857142826542258,26.222082004841493,350,13.347529000000002
14,Bolt2,69.18357891057127,93.5153603553772,76.450514793396,91.12628102302551,32.42320716381073,26.29453232571728,293,11.143001
15,Box,9.925544428858524,4.8234280198812485,3.96210178732872,8.182600885629654,1.8087854608893394,28.526765071475022,1161,40.698621
16,Boy,78.36094889895945,100.0,97.17608094215393,97.67441749572754,69.60132718086243,26.286201983962012,602,22.901749
17,Car1,13.180459882434468,32.25490152835846,20.39215713739395,5.3921569138765335,2.549019642174244,28.564813056740807,1020,35.708268000000004
18,Car2,67.11029065798814,96.05695605278015,95.18072009086609,95.61883807182312,36.035048961639404,28.760451021833937,913,31.744982
19,Car24,43.28122225474294,100.0,100.0,17.260542511940002,12.193527072668076,28.39282045349358,3059,107.738504
20,Car4,48.76284528753863,99.39302206039429,91.35053157806396,38.23975622653961,14.719271659851074,28.13156265281063,659,23.425645
21,CarDark,62.39618440042711,70.7379162311554,67.68447756767273,67.93892979621887,67.68447756767273,28.172236884210815,393,13.949904
22,CarScale,42.70771573314331,63.88888955116272,51.58730149269104,44.44444477558136,27.38095223903656,26.111432611003377,252,9.650945
23,ClifBar,36.15819311354676,63.98305296897888,47.033897042274475,40.2542382478714,5.0847455859184265,27.904306201992178,472,16.914952
24,Coke,64.93819861682718,93.1271493434906,71.13401889801025,90.7216489315033,24.74226802587509,26.804986538093615,291,10.856189
25,Couple,53.31795970130373,80.71428537368774,59.285712242126465,60.71428656578064,20.000000298023224,28.378213477948705,140,4.933362000000001
26,Coupon,37.706459675705496,39.14373219013214,38.532111048698425,39.14373219013214,38.532111048698425,30.673741701205117,327,10.660583999999998
27,Crossing,73.50774175755906,100.0,98.33333492279053,96.66666388511658,46.666666865348816,29.71423817150464,120,4.038468
28,Crowds,64.00890046494504,99.71181750297546,55.04322648048401,82.42074847221375,19.020172953605652,26.960910952462168,347,12.870484999999999
29,Dancer,63.80602787186086,95.11111378669739,91.11111164093018,83.99999737739563,23.11111092567444,28.355559050640757,225,7.934952000000001
30,Dancer2,79.09859965886935,100.0,100.0,100.0,77.33333110809326,29.1495388834444,150,5.145879000000001
31,David,54.86884679148023,100.0,82.59023427963257,62.20806837081909,14.649681746959686,28.829717305340804,471,16.337308999999998
32,David2,76.77635684359967,100.0,90.13035297393799,94.97206807136536,64.05959129333496,28.856164219409596,537,18.609541999999998
33,David3,77.13224729273603,100.0,97.22222089767456,99.60317611694336,69.84127163887024,26.68872369651532,252,9.44219
34,Deer,62.15239527132618,85.91549396514893,71.83098793029785,84.50704216957092,23.943662643432617,25.269170046566458,71,2.8097479999999995
35,Diving,9.807502893288799,10.697674751281738,6.51162788271904,9.302325546741486,3.25581394135952,27.94767726854221,215,7.692947
36,Dog,35.72880742938115,96.85039520263672,48.81889820098877,19.685038924217224,2.3622047156095505,27.740783998242062,127,4.5780970000000005
37,Dog1,55.417283152986265,99.85185265541077,99.40740466117859,64.96296525001526,20.000000298023224,29.064615419592286,1350,46.448232000000004
38,Doll,56.856529787521495,98.52789044380188,99.25103187561035,72.98553586006165,14.772726595401764,28.08194404104049,3872,137.88219199999997
39,DragonBaby,60.329807152519734,74.33628439903259,64.60176706314087,70.79645991325378,36.283186078071594,26.951252815869278,113,4.192755
40,Dudek,73.90185188355846,89.08296823501587,97.37991094589233,96.6812252998352,52.13973522186279,28.67169974775665,1145,39.934849
41,FaceOcc1,73.737128824338,61.5470826625824,96.63677215576172,100.0,41.36771261692047,30.135331625642017,892,29.599807000000002
42,FaceOcc2,75.55005155158524,98.76847267150879,89.03940916061401,100.0,58.74384045600891,30.598760079455783,812,26.537023
43,Fish,70.20344369027734,100.0,99.3697464466095,100.0,19.327731430530548,28.88357751991161,476,16.479953000000002
44,FleetFace,59.14881758231573,48.79773557186127,62.942010164260864,73.26732873916626,14.710041880607605,26.21516951351542,707,26.969118
45,Football,71.10250638937194,96.68508172035217,80.11049628257751,86.18784546852112,57.73480534553528,26.675564416624564,362,13.570472
46,Football1,61.62261717845594,87.83783912658691,60.81081032752991,78.37837934494019,25.67567527294159,28.28078076356579,74,2.6166180000000003
47,Freeman1,37.7815199497368,99.07975196838379,28.220859169960022,20.552147924900055,6.1349693685770035,28.64924605027082,326,11.379007999999999
48,Freeman3,30.535999000482565,94.9999988079071,28.69565188884735,25.434783101081848,8.260869234800339,28.730989063673928,460,16.010587
49,Freeman4,19.341005747087266,46.99646532535553,13.427561521530151,17.31448769569397,5.300353467464447,28.79690792437993,283,9.827444
