sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
1,Basketball,70.84860615022785,98.20689558982849,93.65517497062683,96.68965339660645,38.4827584028244,94.28855836305699,725,7.689162
2,BlurBody,71.29478184700568,82.6347291469574,99.40119981765747,100.0,29.9401193857193,91.33941041230992,334,3.6566910000000004
3,BlurFace,65.51284475906178,100.0,100.0,99.79715943336487,12.576064467430115,93.60410551783859,493,5.266863000000001
4,Bolt,1.1296820922387398,1.7142856493592262,0.8571428246796131,1.4285714365541935,0.2857142826542258,95.97757963739672,350,3.6466849999999997
5,Bolt2,55.98649613551486,100.0,77.13310718536377,64.84641432762146,4.436860233545303,100.83646081230137,293,2.9056949999999997
6,Boy,79.94578497307873,100.0,97.0099687576294,98.17276000976562,76.07973217964172,96.48331151239834,602,6.239421
7,ClifBar,26.174425398565702,46.18644118309021,38.13559412956238,29.237288236618042,5.932203307747841,109.26760609028005,472,4.3196699999999995
8,Couple,45.03566610274296,69.28571462631226,60.71428656578064,62.14285492897034,15.714286267757416,97.03065406284675,140,1.442843
9,Crossing,75.69404474693596,100.0,99.16666746139526,100.0,47.49999940395355,105.96148123554622,120,1.1324869999999998
10,Crowds,66.75268070748814,99.71181750297546,74.63976740837097,90.77810049057007,27.66570746898651,104.05615073807898,347,3.3347379999999998
11,Dancer,78.57774873656658,100.0,95.55555582046509,98.66666793823242,74.6666669845581,108.56086887294519,225,2.07257
12,Dancer2,68.23634261198377,100.0,100.0,100.0,17.33333319425583,113.73760733986694,150,1.318825
13,David,68.76890686339318,100.0,93.63057613372803,94.26751732826233,31.422504782676697,105.42084740903086,471,4.4678070000000005
14,David2,70.02920001878104,100.0,96.64804339408875,94.7858452796936,30.540037155151367,112.16921049168549,537,4.7874099999999995
15,David3,59.95126703350662,99.60317611694336,93.2539701461792,78.96825671195984,9.12698432803154,103.67230336819794,252,2.430736
16,DragonBaby,67.41624434843371,90.26548862457275,80.53097128868103,88.49557638168335,31.858408451080322,90.36457708578237,113,1.25049
17,Dudek,77.75965777707641,92.13973879814148,99.03930425643921,94.14846897125244,64.01746869087219,114.50009160007329,1145,9.999991999999999
18,FaceOcc1,71.00878702326284,98.76681566238403,100.0,96.18834257125854,39.68609869480133,126.37152775810108,892,7.058552000000001
19,FaceOcc2,64.08367905383238,95.93595862388611,83.99015069007874,82.88177251815796,26.477831602096558,124.36294621333207,812,6.529276
20,FleetFace,59.51306526310167,60.8203649520874,69.16548609733582,61.103254556655884,22.20650613307953,108.44799113518204,707,6.519254
21,Freeman1,29.11935564202025,97.23926186561584,34.9693238735199,12.883435189723969,7.361963391304016,102.26440367461724,326,3.1878150000000005
22,Freeman3,31.889071263715667,78.47825884819031,33.043476939201355,29.1304349899292,11.95652186870575,101.37001576303746,460,4.537831
23,Freeman4,23.432550917019825,57.597172260284424,9.540636092424393,16.961130499839783,2.473498322069645,99.73069189136615,283,2.8376419999999998
24,Girl,71.92059640219964,100.0,98.7999975681305,99.19999837875366,36.399999260902405,111.12454483386435,500,4.499456
25,Girl2,49.756728944708215,83.66666436195374,71.79999947547913,55.000001192092896,11.533333361148834,106.37207747149318,1500,14.101444999999998
26,Gym,47.95788267273338,98.95697236061096,86.57105565071106,36.636245250701904,3.129074349999428,116.42583317711222,767,6.587885
27,Human2,78.67765075356114,87.32269406318665,96.09929323196411,98.04964661598206,70.56737542152405,110.66942542259189,1128,10.192517
28,Human3,1.8299257598480678,2.826855145394802,1.8845701590180397,1.7667844891548157,0.6478209514170885,102.5898499487504,1698,16.551344999999998
29,Human4_2,39.47253992671154,100.0,99.5502233505249,19.040480256080627,1.199400331825018,98.85762382732553,667,6.747077
30,Human5,30.278336204066097,100.0,96.4936912059784,33.52033793926239,7.293127477169037,96.10260145563765,713,7.419154000000001
31,Human6,36.20647621169655,97.72727489471436,94.44444179534912,20.95959633588791,6.565656512975693,97.70137771278607,792,8.106334
32,Human7,43.09012447275264,36.000001430511475,28.79999876022339,36.800000071525574,12.800000607967377,98.59758735647642,250,2.535559
33,Human8,5.4367147219216845,9.375,3.125,4.6875,2.34375,111.38793720853127,128,1.149137
34,Human9,9.626792452928223,14.754098653793335,5.245901644229889,7.540983706712723,2.6229508221149445,104.34892089530689,305,2.922886
35,Ironman,33.60071911810896,46.385541558265686,31.92771077156067,36.74698770046234,16.867469251155853,95.49834603768156,166,1.7382500000000003
