sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
1,Basketball,69.833981995037,99.03448224067688,95.86206674575806,94.06896829605103,38.758620619773865,50.30027529861018,725,14.413440000000001
2,BlurBody,72.99105669885783,99.40119981765747,99.70059990882874,99.70059990882874,39.22155797481537,43.57024501870781,334,7.665782
3,BlurFace,84.16564053884966,100.0,100.0,100.0,99.79715943336487,42.98753047711276,493,11.468442
4,Bolt,1.188497709312813,1.7142856493592262,1.1428571306169033,1.4285714365541935,0.5714285653084517,43.87120517208919,350,7.977898
5,Bolt2,63.34693280501126,100.0,81.22866749763489,93.5153603553772,11.945392191410065,45.28069316241443,293,6.470749
6,Boy,84.68984978793154,100.0,100.0,100.0,94.35216188430786,46.30798084203447,602,12.999919000000002
7,ClifBar,54.89589547593676,98.72881174087524,56.779658794403076,57.20338821411133,12.288135290145874,50.743477957979245,472,9.301687999999999
8,Couple,74.00815152641154,100.0,92.85714030265808,99.28571581840515,49.28571283817291,35.108089029098345,140,3.987684999999999
9,Crossing,76.67202874512459,100.0,100.0,100.0,58.33333134651184,33.01023647433069,120,3.635236
10,Crowds,65.19580114301861,99.13544654846191,67.14697480201721,86.74351572990417,22.19020128250122,46.08868445760724,347,7.528963
11,Dancer,75.90914970258652,100.0,99.11110997200012,99.5555579662323,57.777780294418335,42.044490919698006,225,5.3514740000000005
12,Dancer2,65.27982891721359,100.0,100.0,100.0,5.999999865889549,38.88974446326708,150,3.8570580000000003
13,David,79.82495166285003,100.0,94.26751732826233,96.6029703617096,77.70700454711914,50.650901725851504,471,9.298946
14,David2,76.24037452524634,100.0,100.0,100.0,49.90689158439636,53.45755927716619,537,10.045352000000001
15,David3,74.4983238273189,100.0,99.60317611694336,100.0,57.14285969734192,41.83116940030039,252,6.024216
16,DragonBaby,73.29775561372024,95.57521939277649,93.80530714988708,92.92035102844238,53.09734344482422,31.767290261385757,113,3.5571180000000004
17,Dudek,83.63565050896543,96.6812252998352,100.0,100.0,89.08296823501587,59.71473151474422,1145,19.174498
18,FaceOcc1,75.45521304392143,73.65471124649048,99.2152452468872,100.0,51.34528875350952,63.684463189951906,892,14.006556
19,FaceOcc2,67.25123479932657,99.87684488296509,97.66010046005249,83.1280767917633,36.57635450363159,58.81830547359384,812,13.805226000000001
20,FleetFace,69.76173504218868,60.5374813079834,74.11598563194275,83.30975770950317,49.929279088974,53.72283681806097,707,13.160139
21,Freeman1,70.29836647675651,100.0,81.59509301185608,96.93251252174377,38.650307059288025,47.11357116533829,326,6.919449999999999
22,Freeman3,80.52082772233146,100.0,98.0434775352478,100.0,79.347825050354,50.4489739336732,460,9.118124
23,Freeman4,58.72600844395633,97.52650260925293,63.604241609573364,85.51236987113953,6.360424309968948,44.31680092204002,283,6.38584
24,Girl,62.54653713155457,100.0,100.0,81.00000023841858,17.20000058412552,51.42825521827077,500,9.722282
25,Girl2,64.31379280751405,84.79999899864197,79.3333351612091,85.33333539962769,43.39999854564667,56.875464459261636,1500,26.373411
26,Gym,52.53993169297405,98.82659912109375,83.4419846534729,55.54106831550598,3.9113428443670273,57.16071334483553,767,13.418307
27,Human2,79.58247584566506,85.72695255279541,95.83333134651184,98.58155846595764,73.04964661598206,56.94758807527602,1128,19.807687
28,Human3,1.4504384593640967,2.002355642616749,1.9434629008173943,1.9434629008173943,0.5889281630516052,54.579385636049295,1698,31.110647
29,Human4_2,59.90417568699943,91.30434989929199,90.25487303733826,87.25637197494507,15.442278981208801,51.25475009351879,667,13.013428
30,Human5,81.16902720385653,100.0,98.73772859573364,99.71949458122253,83.4502100944519,52.02488438509213,713,13.70498
31,Human6,78.35858050623497,97.85353541374207,94.44444179534912,97.85353541374207,70.83333134651184,53.43391503211399,792,14.822047
32,Human7,81.44394668799303,100.0,100.0,100.0,80.0000011920929,42.26549833558468,250,5.9149899999999995
33,Human8,67.96794971639028,100.0,99.21875,92.1875,26.5625,34.66187610653977,128,3.6928180000000004
34,Human9,26.88068070023684,31.475409865379333,17.70491749048233,20.655737817287445,6.2295082956552505,46.01965446632817,305,6.627603000000001
35,Ironman,52.36214183310904,75.9036123752594,59.638553857803345,63.85542154312134,20.481927692890167,36.174609172573376,166,4.5888539999999995
36,Jogging_1,78.05452739830879,97.71987199783325,96.74267172813416,97.39413857460022,75.57003498077393,46.07321168404643,307,6.663308
37,Jogging_2,74.17219001190895,100.0,99.0227997303009,100.0,43.64820718765259,46.31996200254322,307,6.6278120000000005
38,Jump,14.440640823544673,10.655737668275833,10.655737668275833,9.836065769195557,4.098360612988472,32.543339325397916,122,3.7488469999999996
39,Jumping,68.87160467921196,100.0,96.16613388061523,99.36102032661438,24.281150102615356,44.8399850036753,313,6.980377
40,Man,67.94220534206953,100.0,100.0,100.0,19.402985274791718,38.12744182790923,134,3.514529
41,Mhyang,78.90798858786145,100.0,98.12080264091492,100.0,64.49664235115051,64.27001342337462,1490,23.183439999999997
42,Singer1,86.49990057478935,100.0,100.0,100.0,99.14529919624329,50.21056968254331,351,6.990560000000001
43,Singer2,61.691850879278086,79.78141903877258,92.07650423049927,75.95628499984741,20.765027403831482,47.58873967204077,366,7.690895
44,Skater,62.37979328012675,91.8749988079071,85.00000238418579,90.625,16.875000298023224,38.162303801037005,160,4.1926190000000005
45,Skater2,60.27866511516415,65.51724076271057,65.28735756874084,79.08046245574951,9.195402264595032,52.040614170168745,435,8.358856
46,Skating1,55.0946123682165,96.74999713897705,91.50000214576721,68.00000071525574,7.750000059604645,47.65484548512036,400,8.393690000000001
47,Skating2_1,29.045850748899525,42.071881890296936,27.272728085517883,18.60465109348297,2.9598308727145195,50.25923351374946,473,9.411206
48,Skating2_2,45.7696809902194,47.991544008255005,50.95137357711792,40.38054943084717,8.24524313211441,51.06791871239747,473,9.262175
49,Skiing,46.617439866405284,98.76543283462524,62.962961196899414,49.38271641731262,14.814814925193787,26.78487282972261,81,3.0240950000000004
50,Soccer,50.697709146196246,76.27550959587097,65.30612111091614,64.28571343421936,27.040815353393555,45.98271753637738,392,8.524942
51,Subway,73.04793447984427,100.0,94.85714435577393,100.0,36.571428179740906,39.25257709991194,175,4.458306
52,Surfer,67.01385179672863,99.46808218955994,95.21276354789734,96.80851101875305,18.617020547389984,46.77139894124977,376,8.039101
53,Walking,73.51402091256016,100.0,99.02912378311157,99.51456189155579,40.048542618751526,48.196988109381884,412,8.548252000000002
54,Walking2,79.1842775607201,100.0,100.0,100.0,69.9999988079071,54.581625292339176,500,9.160592000000001
55,Woman,68.71326419027847,100.0,98.99497628211975,91.79229736328125,32.830819487571716,52.80134110099729,597,11.306531
