sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
1,Basketball,78.22747109758645,100.0,99.31034445762634,100.0,68.00000071525574,2.297497078478948,725,315.56079299999993
2,Biker,68.67040871915448,95.07042169570923,90.14084339141846,90.8450722694397,33.80281627178192,4.139191447427736,142,34.306217
3,Bird1,31.334742393642244,81.1274528503418,51.96078419685364,10.294117778539658,1.4705882407724857,5.40741190769357,408,75.451992
4,Bird2,83.61324406821923,100.0,100.0,100.0,88.88888955116272,2.897079325572808,99,34.17234700000001
5,BlurBody,72.30308416259089,99.40119981765747,99.70059990882874,100.0,37.425148487091064,4.769552229581454,334,70.02753799999999
6,BlurCar1,83.1131485427464,99.86522793769836,99.86522793769836,99.86522793769836,85.71428656578064,5.440063408557949,742,136.395469
7,BlurCar2,88.43003042387323,100.0,100.0,100.0,98.29059839248657,5.285846039460584,585,110.67291700000001
8,BlurCar3,86.5623286905872,100.0,100.0,100.0,99.15966391563416,4.705935948968989,357,75.861636
9,BlurCar4,90.05122296390017,100.0,100.0,100.0,98.94737005233765,4.951514573838452,380,76.74419499999999
10,BlurFace,86.4718897734985,100.0,100.0,100.0,100.0,5.12651703309721,493,96.16665599999999
11,BlurOwl,78.8067033693139,99.36608672142029,99.20760989189148,99.36608672142029,64.02535438537598,5.2515192245635,631,120.15570600000001
12,Board,75.49501868704054,89.25501704216003,96.56160473823547,97.13466763496399,55.730658769607544,5.59435591362853,698,124.768608
13,Bolt,1.177472441672612,1.7142856493592262,1.1428571306169033,1.4285714365541935,0.8571428246796131,5.439156061788689,350,64.34821799999999
14,Bolt2,66.9165774530377,98.97611141204834,85.32423377037048,96.58703207969666,18.430034816265106,5.743144018921249,293,51.017352
15,Box,68.8498252218664,92.42032766342163,95.34883499145508,91.5589988231659,38.58742415904999,6.014308365960439,1161,193.039653
16,Boy,85.48998747768405,100.0,100.0,100.0,95.84717750549316,6.510192354988114,602,92.470386
17,Car1,77.90710535759231,100.0,99.8039186000824,99.90196228027344,59.50980186462402,5.9034795334091195,1020,172.77945899999997
18,Car2,86.53046883029599,100.0,100.0,100.0,98.9047110080719,5.996915352265541,913,152.244937
19,Car24,79.98698386430183,100.0,100.0,100.0,80.7126522064209,8.07642009550611,3059,378.75692
20,Car4,89.00113720034206,100.0,100.0,100.0,99.84825253486633,5.826606675075547,659,113.10185100000001
21,CarDark,83.96884387073122,100.0,99.74554777145386,100.0,89.05852437019348,6.362885563745994,393,61.764430000000004
22,CarScale,73.53950997006456,75.39682388305664,86.50793433189392,82.53968358039856,66.66666865348816,5.599320242522557,252,45.005463000000006
23,ClifBar,51.617534452051395,97.45762944221497,57.20338821411133,47.45762646198273,10.381355881690979,6.359415203806929,472,74.220661
24,Coke,62.44894729449021,96.56357169151306,52.233678102493286,93.47078800201416,12.714776396751404,4.4606745551626785,291,65.23677
25,Couple,74.39717905377509,100.0,93.57143044471741,99.28571581840515,47.85714149475098,4.496428005475108,140,31.135825999999998
26,Coupon,37.37364479989888,39.14373219013214,39.14373219013214,39.14373219013214,39.14373219013214,5.180289439088082,327,63.123886
