302	135	67	81
297	136	69	84
293	140	72	87
293	141	75	91
294	144	75	91
296	146	75	91
303	145	73	89
307	146	72	87
306	145	73	89
301	145	76	93
302	145	80	96
307	144	76	93
311	141	80	96
320	135	76	93
327	132	75	91
330	128	76	93
328	127	80	96
327	126	78	94
329	123	76	93
331	120	80	96
337	114	76	93
345	109	78	94
348	108	81	98
352	106	84	102
358	110	86	104
370	121	84	102
375	122	83	100
371	116	80	96
360	103	80	96
352	91	76	93
343	84	80	96
338	82	76	93
337	81	76	93
335	82	76	93
340	92	73	89
350	105	75	91
365	121	73	89
374	129	76	93
373	125	80	96
364	112	81	98
359	99	80	96
357	89	80	96
357	84	76	93
358	83	76	93
359	86	73	89
362	91	71	85
369	104	73	89
377	124	71	85
376	137	73	89
373	139	76	93
367	127	78	94
364	112	75	91
360	106	75	91
357	104	72	87
355	107	69	84
354	112	66	80
355	124	65	79
355	137	66	80
355	162	68	82
356	172	69	84
347	169	69	84
338	154	71	85
328	137	69	84
323	129	66	80
317	126	64	77
315	126	61	74
312	130	59	71
308	134	60	73
310	143	59	71
309	157	57	69
310	179	56	67
309	190	56	67
304	186	58	70
290	179	58	70
286	166	59	71
279	151	59	71
275	135	59	71
271	133	60	73
272	132	58	70
270	137	59	71
265	148	61	74
264	162	61	74
264	181	61	74
263	188	59	71
261	190	60	73
258	182	63	76
254	180	60	73
250	182	58	70
247	188	56	67
245	194	53	65
243	201	54	66
242	208	54	66
240	213	54	66
241	216	52	63
290	179	54	66
309	176	54	66
319	176	56	67
321	181	58	70
322	182	60	73
325	178	58	70
325	175	58	70
329	170	56	67
332	161	58	70
330	147	60	73
343	181	58	70
363	230	57	69
362	232	54	66
356	222	56	67
358	212	56	67
353	202	57	69
349	199	54	66
340	203	53	65
335	203	56	67
397	213	57	69
407	184	54	66
426	186	52	63
407	200	54	66
415	187	54	66
398	175	56	67
388	170	54	66
368	175	54	66
369	181	53	65
373	211	54	66
371	203	57	69
377	202	59	71
367	207	61	74
268	141	64	77
265	137	64	77
271	136	66	80
274	138	64	77
333	159	63	76
293	147	60	73
283	147	60	73
281	150	60	73
287	150	63	76
286	150	65	79
287	149	66	80
286	148	65	79
289	151	68	82
289	153	71	85
284	151	68	82
284	155	65	79
279	152	68	82
273	150	71	85
273	148	73	89
273	146	71	85
269	143	69	84
260	140	72	87
257	139	69	84
251	137	66	80
240	140	68	82
235	142	69	84
228	143	68	82
229	144	65	79
221	140	68	82
219	139	71	85
214	142	71	85
213	141	72	87
208	141	75	91
210	142	72	87
212	143	71	85
214	146	71	85
221	148	69	84
226	150	71	85
233	155	72	87
239	157	71	85
248	159	69	84
262	161	68	82
266	165	71	85
274	165	68	82
278	170	71	85
281	173	73	89
284	177	73	89
290	181	71	85
293	185	69	84
297	185	71	85
302	186	71	85
309	185	69	84
314	186	66	80
316	187	64	77
316	188	64	77
322	186	61	74
326	184	59	71
333	182	61	74
344	174	59	71
347	176	59	71
352	175	57	69
355	180	59	71
364	187	57	69
370	187	58	70
360	181	60	73
358	168	58	70
356	159	57	69
352	157	57	69
347	157	59	71
346	166	60	73
343	181	60	73
348	190	60	73
353	196	59	71
353	189	60	73
345	175	60	73
351	163	59	71
351	152	59	71
348	148	60	73
350	148	59	71
357	170	58	70
341	167	60	73
345	177	58	70
337	180	58	70
327	175	57	69
318	165	58	70
317	161	56	67
316	157	53	65
314	161	51	62
310	165	49	60
306	173	51	62
305	183	52	63
303	192	53	65
307	197	51	62
309	193	50	61
309	187	52	63
309	181	52	63
312	176	50	61
311	176	51	62
309	179	51	62
311	184	50	61
308	191	50	61
310	193	48	59
306	188	46	56
301	177	45	55
299	170	44	53
298	166	43	52
298	167	41	50
297	168	42	51
296	175	44	53
296	182	45	54
298	186	46	56
299	188	45	55
303	175	44	53
307	180	42	51
309	186	40	49
313	191	39	47
314	189	38	46
312	182	40	48
311	173	39	47
310	164	37	45
311	156	36	43
310	151	37	45
310	150	36	44
310	155	35	42
311	159	34	42
314	161	35	42
315	159	35	42
316	154	36	43
315	145	36	44
314	136	35	42
314	132	36	43
313	130	34	42
314	131	33	40
313	136	32	38
311	142	33	40
311	146	32	38
308	144	32	38
305	137	32	38
304	133	30	37
302	128	32	38
301	127	32	39
299	129	32	39
297	135	32	38
296	144	32	38
296	150	32	38
293	153	33	40
293	154	32	38
292	153	33	40
289	153	34	42
290	153	36	43
291	153	36	43
297	154	34	42
300	158	33	40
300	162	34	41
301	164	35	42
298	162	36	44
297	157	36	44
296	150	36	43
297	145	37	45
299	143	36	44
297	145	36	43
299	149	36	43
301	151	34	42
301	151	36	43
300	148	37	45
300	143	38	46
301	137	40	48
305	130	40	48
310	130	38	46
313	131	36	44
312	137	37	45
314	142	36	43
314	143	36	44
313	139	38	46
311	135	36	44
310	130	37	45
312	126	36	43
314	124	34	42
316	125	33	40
317	131	33	40
317	137	34	41
318	146	34	41
317	151	33	40
319	150	33	40
321	143	34	42
320	138	36	43
321	128	37	45
321	129	36	44
319	127	37	45
320	132	36	43
318	136	37	45
320	139	36	44
320	140	35	42
319	135	35	42
317	127	36	43
318	122	34	42
317	117	36	43
315	116	36	43
316	118	35	42
314	122	34	41
311	128	35	42
308	133	36	44
305	132	36	44
307	128	36	43
307	124	35	42
306	120	34	41
308	117	32	39
307	119	33	40
307	123	34	41
307	130	34	41
307	139	32	39
308	143	34	41
310	141	33	40
312	135	33	40
314	129	32	39
315	126	31	38
318	126	30	36
321	127	30	36
320	131	30	37
322	136	29	35
323	137	30	37
323	135	32	38
323	134	33	40
325	133	32	39
326	136	31	38
325	137	30	37
323	139	29	35
317	139	29	35
315	138	30	37
315	138	29	35
321	140	28	34
317	141	28	33
314	140	29	35
316	139	28	34
313	145	27	33
312	146	26	31
313	146	25	30
312	155	24	29
311	152	25	30
310	155	24	30
309	154	23	28
309	151	23	28
311	149	23	28
306	153	24	29
309	151	23	28
310	153	23	28
310	152	23	28
311	152	24	29
311	155	25	30
311	156	26	31
316	158	25	30
317	161	24	30
318	166	24	29
319	169	24	29
319	176	23	28
322	181	22	27
324	185	21	26
311	192	20	25
312	195	21	25
307	207	22	26
309	211	22	27
303	218	21	26
301	228	22	27
301	236	22	26
304	240	22	26
313	234	21	26
