294	135	44	171
292	145	49	147
293	144	49	148
295	144	49	148
296	147	48	144
296	145	49	147
297	147	49	144
297	147	48	144
298	149	46	141
298	149	46	141
298	150	46	140
296	151	46	139
295	150	46	139
293	149	46	140
290	150	44	138
287	151	45	138
284	151	46	138
278	152	50	137
277	152	48	137
277	152	48	137
272	152	51	138
271	152	50	137
270	153	50	136
271	153	49	137
270	156	50	134
271	158	50	132
271	159	49	132
271	157	49	136
270	159	49	134
270	159	49	134
269	161	48	134
269	162	47	133
268	162	47	133
267	161	49	135
264	165	52	132
263	167	53	129
260	166	55	130
259	169	56	126
257	170	58	125
257	170	58	125
252	167	62	128
251	169	60	127
249	167	59	129
248	168	60	129
249	169	58	128
249	168	58	129
249	169	58	128
251	168	57	129
252	166	60	129
252	166	60	129
251	167	61	126
252	166	59	126
249	165	59	126
245	165	60	126
247	164	57	126
245	164	57	127
243	164	63	126
244	163	55	126
240	160	65	129
240	160	65	129
238	160	66	128
239	159	65	128
239	159	60	127
240	158	62	126
240	157	54	126
240	156	52	125
239	156	52	125
238	156	56	124
239	154	59	125
239	154	59	125
241	152	60	126
241	151	58	126
243	152	55	124
245	151	51	125
244	151	53	126
242	151	59	125
242	153	55	124
240	152	59	126
240	152	59	125
240	152	59	125
237	152	66	125
237	153	64	125
237	151	63	127
235	151	64	127
233	151	66	127
233	150	65	127
233	152	65	125
233	152	65	124
233	152	65	123
233	152	65	123
233	148	65	128
235	148	64	126
236	148	63	127
236	148	63	126
239	148	60	127
241	147	60	128
244	147	59	129
246	147	57	127
248	148	57	125
248	148	57	125
268	149	44	125
269	148	42	128
270	149	42	128
276	151	37	125
279	149	36	133
284	153	32	126
291	148	26	112
301	150	21	85
304	151	20	83
304	151	20	83
317	171	19	59
326	177	17	46
331	176	19	50
337	185	16	43
343	184	17	44
343	184	17	44
355	181	17	48
355	181	17	48
355	181	17	48
355	181	17	48
355	181	17	48
355	181	17	48
355	181	17	48
355	181	17	48
299	154	21	101
280	148	41	119
278	155	46	111
278	152	44	125
278	156	45	115
278	156	45	115
278	159	44	134
277	159	45	133
276	158	46	135
275	156	46	137
273	157	47	138
272	158	46	137
271	158	46	138
271	158	46	138
272	158	45	138
272	158	45	138
272	158	44	139
272	159	45	138
273	159	43	136
273	159	44	136
273	158	44	136
272	157	45	137
273	156	44	138
273	154	45	140
274	153	46	141
274	153	46	141
274	154	48	142
275	157	49	139
277	159	49	137
278	158	50	138
279	158	51	137
280	158	52	138
281	159	53	138
279	159	54	139
279	160	55	139
279	160	55	139
276	159	58	141
275	162	60	139
275	162	61	138
275	164	63	137
275	165	65	137
275	166	67	136
274	168	69	134
273	168	71	134
271	167	73	136
271	167	73	136
270	168	79	134
271	168	80	136
270	168	79	136
271	166	79	137
274	166	77	138
277	166	74	138
279	165	72	138
280	164	70	139
281	163	69	141
281	163	69	141
281	163	70	142
283	163	68	143
282	162	69	143
284	162	67	143
286	164	66	142
289	163	63	143
290	164	62	143
290	165	63	143
291	166	62	141
291	166	62	141
292	168	62	140
289	168	67	140
287	169	71	140
286	171	73	137
286	171	73	137
286	174	73	135
287	175	70	135
288	176	70	134
286	175	76	133
286	175	76	133
281	173	81	135
281	169	80	140
283	165	84	144
283	159	88	150
287	150	85	158
290	145	84	163
295	146	80	161
296	166	79	145
297	161	80	148
297	161	80	148
307	160	70	147
304	165	74	140
306	165	70	140
306	156	73	149
310	166	69	139
306	165	73	141
304	167	77	139
301	166	82	141
308	167	73	140
308	167	73	140
304	170	77	139
306	171	76	138
303	172	79	137
304	172	77	137
304	171	76	139
304	172	75	137
302	171	73	138
303	171	68	138
305	171	67	139
305	171	67	139
306	170	68	141
310	171	65	140
308	170	71	141
310	169	69	142
314	169	68	142
314	169	70	143
317	171	68	142
319	170	68	143
323	171	67	143
323	171	67	143
327	172	66	143
329	174	64	142
331	175	64	142
333	175	65	143
333	175	68	144
334	175	67	143
336	176	67	143
338	177	67	143
339	176	68	144
339	176	68	144
339	175	71	145
342	174	70	144
344	173	70	146
346	175	71	144
351	175	68	144
354	174	66	145
356	175	68	147
360	176	66	145
362	176	66	145
362	176	66	145
370	176	64	146
371	173	68	149
376	173	66	149
378	175	67	148
380	175	67	147
381	176	69	146
382	175	70	146
385	177	68	143
384	178	72	142
384	178	72	142
385	177	74	142
387	178	74	142
389	178	75	142
393	177	74	144
393	182	78	138
392	188	83	133
391	189	88	132
391	188	91	134
392	188	92	134
392	188	92	134
398	184	90	138
403	182	89	140
412	180	81	141
419	180	74	143
424	177	70	144
427	174	68	147
429	174	67	147
429	174	69	149
430	175	67	148
430	175	67	148
430	175	64	149
430	176	64	148
428	176	64	150
427	175	65	150
425	175	64	151
422	175	65	152
419	174	64	153
417	173	64	155
416	172	63	155
416	172	63	155
412	174	62	153
409	174	61	153
407	176	59	149
403	175	60	149
401	173	59	151
398	172	59	151
397	172	59	152
396	172	59	152
394	172	60	152
394	172	60	152
394	172	60	151
394	171	60	153
395	170	59	153
395	171	59	152
395	169	59	153
396	169	60	154
396	167	60	155
396	166	61	156
396	166	61	156
396	166	61	156
395	166	63	156
396	164	64	158
395	164	64	159
395	164	63	159
395	163	63	160
395	164	62	158
395	163	61	158
393	162	64	158
393	161	66	159
393	161	66	159
393	160	66	159
391	158	70	161
393	158	70	159
391	157	72	161
390	156	75	163
390	157	77	162
391	154	78	164
390	155	79	161
386	157	84	159
386	157	84	159
391	154	81	162
401	155	73	160
406	153	70	161
409	152	68	163
408	151	72	164
405	151	76	163
401	151	80	162
400	150	80	163
395	151	83	162
395	151	83	162
393	149	80	163
387	148	83	163
387	147	80	163
381	146	83	163
380	146	80	163
379	144	80	164
377	144	79	163
374	143	78	164
370	142	79	164
370	142	79	164
364	140	82	165
364	140	78	164
359	140	80	164
357	138	79	165
354	137	81	164
352	138	81	162
354	137	77	162
350	136	81	162
353	136	74	161
353	136	74	161
355	133	71	162
355	132	70	161
362	131	61	160
358	130	65	162
358	130	64	161
354	131	67	159
354	132	65	158
352	133	67	157
351	133	67	157
351	133	67	157
345	131	73	160
346	135	70	153
344	133	70	156
346	134	66	155
345	128	65	161
347	133	62	157
351	133	56	157
350	132	57	161
350	132	56	160
350	132	56	160
349	134	56	162
348	131	55	165
345	133	56	166
344	126	55	173
337	127	63	173
338	131	60	167
336	129	58	170
333	125	57	175
331	127	58	173
331	127	58	173
325	132	56	168
320	130	60	172
318	136	59	166
315	137	61	166
311	141	62	162
308	142	63	161
303	143	64	158
300	143	64	155
296	142	65	154
296	142	65	154
290	142	68	151
285	142	71	151
284	143	72	153
280	143	78	157
277	142	79	160
275	143	80	156
271	144	85	160
268	146	85	158
270	146	83	154
270	146	83	154
271	147	82	152
277	149	78	150
274	148	84	152
273	148	81	151
272	149	80	152
273	149	77	150
271	149	76	152
270	150	73	152
267	150	85	155
267	150	85	155
266	152	81	151
265	155	79	148
261	157	80	148
257	157	82	148
255	158	82	147
253	158	83	148
251	160	82	148
248	161	83	146
249	161	82	146
249	161	82	146
258	163	69	146
258	165	70	144
257	165	71	146
258	166	71	146
261	167	68	147
266	167	62	148
270	165	60	153
272	165	61	156
274	164	60	156
274	164	60	156
278	162	56	156
278	162	59	156
270	161	69	148
273	160	68	145
262	160	80	142
259	157	84	151
260	152	82	158
258	155	85	155
260	154	81	158
260	154	81	158
258	160	81	154
259	156	78	159
257	162	80	152
257	156	78	160
257	146	77	171
257	148	78	166
256	143	77	171
254	153	68	157
254	157	72	153
254	157	72	153
252	149	76	162
251	148	77	162
250	151	77	160
250	146	76	168
249	152	76	163
249	152	78	164
248	162	78	155
248	160	79	161
249	156	80	167
249	156	80	167
247	159	82	163
244	163	84	160
247	158	80	169
245	159	81	167
245	156	79	170
243	161	79	164
242	160	79	165
241	162	77	162
242	155	76	167
242	155	76	167
238	150	76	167
236	150	78	161
234	148	78	156
233	134	76	167
233	130	77	166
233	130	76	162
233	128	75	165
233	130	76	162
233	129	76	162
233	129	76	162
234	132	77	157
235	127	78	160
238	122	76	165
236	124	76	166
238	122	76	166
240	115	75	174
242	119	73	171
244	122	74	169
245	118	71	173
245	118	71	173
245	115	74	177
246	105	73	185
243	106	77	182
245	105	74	179
244	97	78	186
246	98	73	180
247	101	72	178
249	102	71	172
252	104	68	167
252	104	68	167
251	100	68	166
247	97	71	170
249	97	67	167
249	93	67	181
247	95	71	171
248	98	69	166
245	94	70	171
247	100	67	164
246	96	68	168
246	96	68	168
243	92	70	174
240	94	70	167
238	92	72	167
237	93	73	164
235	90	76	167
235	90	75	164
236	95	74	156
229	93	82	155
231	92	78	152
231	92	78	152
227	86	81	149
229	87	77	148
229	84	74	149
225	84	79	149
223	82	80	151
223	81	78	153
224	80	77	154
223	82	77	153
221	79	77	154
221	79	77	154
223	78	74	156
221	75	75	158
221	77	75	156
221	75	73	156
223	71	70	158
223	70	70	157
225	63	69	156
225	59	68	154
225	59	65	148
225	59	65	148
224	56	68	147
225	56	64	142
224	53	67	148
223	53	65	145
221	52	68	147
222	53	66	144
219	51	66	148
217	50	70	149
215	50	72	149
215	50	72	149
214	53	72	148
211	53	75	148
211	53	72	148
211	52	71	147
212	51	69	146
212	51	69	146
210	49	70	148
211	45	66	151
213	43	63	148
213	43	63	148
217	36	55	137
214	36	59	142
213	38	57	142
213	35	57	144
214	35	56	145
215	34	57	145
215	34	58	146
215	37	58	144
214	35	58	146
214	35	58	146
216	40	60	140
217	39	58	143
217	41	58	141
218	42	57	141
218	43	57	140
218	44	57	139
219	45	57	139
220	47	56	136
220	44	56	138
220	44	56	138
220	44	57	139
219	43	59	138
220	43	58	140
221	42	57	140
222	41	55	137
222	41	56	132
223	41	54	134
223	39	53	145
223	42	53	137
223	42	53	137
221	44	54	139
221	50	54	149
223	56	52	146
227	59	50	136
227	60	51	141
229	64	49	139
229	66	50	138
230	69	51	136
232	70	51	135
232	70	51	135
235	72	49	136
237	69	48	135
238	67	51	132
241	64	49	131
244	62	48	134
247	61	46	135
248	54	51	144
249	55	53	143
250	55	56	144
250	55	56	144
246	52	64	151
242	29	76	171
247	26	65	171
243	13	68	183
252	52	57	153
257	63	53	142
256	50	58	155
258	55	54	152
258	50	57	157
258	50	57	157
258	41	54	153
259	38	52	152
258	34	57	153
257	36	63	150
259	43	61	143
261	37	59	146
265	37	57	145
268	39	55	140
269	40	51	140
269	40	51	140
275	42	47	137
275	47	47	134
278	44	45	138
280	44	44	137
284	44	38	139
288	44	36	138
292	46	35	135
292	47	37	135
299	48	43	131
299	48	43	131
299	48	44	131
299	47	44	132
299	46	44	134
301	48	42	132
303	50	41	130
304	50	40	129
305	50	39	131
306	51	41	131
307	54	45	127
307	54	45	127
309	54	44	125
311	57	46	122
309	57	48	123
309	53	48	126
308	47	50	132
308	47	50	131
309	48	48	130
310	47	48	132
310	48	49	129
310	48	49	129
311	45	49	132
313	50	48	128
313	41	49	138
316	48	46	131
319	42	44	139
320	41	44	141
320	38	46	145
321	46	46	138
321	45	45	138
321	45	45	138
320	42	49	142
320	29	62	149
323	45	59	140
324	34	62	149
324	42	63	143
328	41	61	144
329	35	63	147
330	37	61	149
332	37	61	147
332	37	61	147
333	36	62	147
335	36	62	147
335	35	61	149
336	36	58	147
336	36	57	146
338	36	54	146
339	34	54	146
339	35	54	146
345	37	48	143
345	37	48	143
349	57	45	125
351	61	44	118
352	65	45	113
353	61	45	117
355	55	44	122
357	54	45	121
359	53	44	121
358	47	47	125
359	44	44	126
359	44	44	126
359	40	44	129
359	27	44	137
358	26	45	136
359	25	43	136
361	25	41	135
361	26	40	132
362	26	40	130
362	24	40	134
363	26	39	131
363	26	39	131
363	26	39	127
364	26	39	129
363	26	39	129
363	25	40	131
362	25	41	130
361	25	41	131
361	23	41	135
361	22	42	136
362	23	40	134
362	23	40	134
361	22	43	136
361	24	44	136
361	22	44	138
361	25	44	135
362	25	44	136
363	25	44	136
363	28	44	135
364	27	44	135
363	29	46	132
363	29	46	132
363	31	47	129
361	30	50	130
360	30	54	133
361	34	50	133
361	36	50	126
363	31	49	130
362	33	50	128
361	35	49	126
360	32	51	131
360	32	51	131
361	33	49	130
362	34	43	127
362	42	39	124
362	37	39	126
361	36	41	128
362	39	38	126
363	34	43	132
363	42	37	126
363	44	38	120
363	44	38	120
360	46	36	120
360	51	33	114
358	53	33	114
356	53	33	113
355	52	33	116
353	53	35	111
353	53	33	112
352	55	34	109
352	55	34	109
352	55	34	109
350	54	35	111
349	54	35	109
347	53	36	109
347	52	34	109
344	51	36	108
342	51	35	105
339	51	37	105
337	51	38	103
334	49	39	105
334	49	39	105
332	49	37	103
333	47	34	105
332	45	33	106
330	45	34	106
327	44	37	107
323	47	41	104
323	47	39	103
321	47	39	103
320	47	37	103
320	47	37	103
316	48	38	104
312	46	43	105
310	46	42	103
308	45	45	106
310	47	39	104
307	46	39	105
308	45	36	107
308	44	35	107
306	44	34	107
306	44	34	107
304	41	33	112
304	41	32	112
303	39	32	113
301	39	34	113
301	39	34	114
297	38	36	116
296	38	34	117
293	40	37	115
290	41	38	115
290	41	38	115
285	44	41	113
285	45	38	112
281	45	40	112
278	45	43	114
278	46	42	112
279	47	42	113
280	48	42	112
280	51	44	111
281	51	44	111
281	51	44	111
280	51	47	112
281	51	49	112
280	51	54	112
280	54	52	111
282	52	52	114
280	53	52	114
281	49	55	117
281	55	50	111
282	54	45	112
282	54	45	112
281	60	36	103
281	61	33	103
282	55	30	110
282	55	31	110
283	57	31	108
284	55	31	109
284	57	31	107
283	47	33	118
282	45	33	118
282	45	33	118
281	53	37	107
280	55	38	107
282	55	38	104
284	54	39	109
287	55	38	105
290	56	38	105
293	55	36	107
298	58	34	103
301	58	32	103
301	58	32	103
306	55	30	107
308	56	29	105
309	55	30	107
311	55	29	107
313	51	30	112
315	52	30	111
317	51	29	111
318	50	31	113
320	50	31	112
320	50	31	112
321	51	31	111
324	54	30	106
326	52	33	109
328	55	33	106
329	55	37	107
330	59	37	101
330	54	42	108
332	53	41	108
333	49	42	112
333	49	42	112
332	48	43	111
332	49	43	111
333	50	41	110
336	61	36	104
336	58	36	104
339	56	32	105
340	57	32	104
341	56	31	105
343	60	33	100
343	60	33	100
348	58	31	103
349	57	34	105
352	59	29	101
353	60	28	101
354	60	29	101
356	60	29	100
357	60	30	101
359	62	32	99
363	66	35	96
363	66	35	96
372	71	36	90
374	72	37	89
377	72	33	87
378	72	34	88
383	73	29	87
385	72	29	89
388	73	29	87
390	72	29	88
392	73	29	87
392	73	29	87
395	72	29	90
397	72	29	92
399	74	28	89
401	72	28	90
400	72	30	91
400	72	35	90
401	72	35	89
401	73	35	89
401	74	35	89
401	74	35	89
401	75	32	88
401	75	31	90
399	76	32	89
395	77	34	88
392	78	35	88
391	78	35	88
393	78	31	88
394	78	29	89
392	79	31	90
392	79	31	90
391	82	31	90
390	83	32	94
389	87	33	92
392	87	30	92
393	87	29	95
394	89	29	94
393	87	30	99
393	88	30	100
392	88	29	101
392	88	29	101
391	99	30	94
388	98	33	93
386	97	34	95
387	99	35	93
387	104	35	89
385	102	38	93
386	104	35	92
384	114	35	86
384	112	35	87
384	112	35	87
383	107	35	92
386	107	32	92
386	103	33	96
388	101	31	99
388	99	30	100
389	109	30	94
390	108	31	93
391	106	30	96
394	117	27	88
394	117	27	88
394	117	28	86
394	116	29	87
395	117	27	88
394	117	27	87
394	117	25	88
393	119	26	88
391	121	28	88
391	123	27	87
390	126	27	86
390	126	27	86
388	136	28	84
386	136	29	84
387	138	29	85
385	139	35	86
386	145	34	80
385	147	33	79
385	148	30	80
384	150	29	78
382	152	30	78
382	152	30	78
374	152	32	79
376	152	31	79
374	151	32	80
373	151	33	80
369	152	36	79
368	153	37	78
367	152	38	81
371	152	32	81
371	152	32	82
371	152	32	82
367	150	33	82
366	148	33	83
364	146	35	86
365	141	35	90
364	135	37	95
366	134	36	94
366	129	37	101
365	128	34	101
363	125	39	103
363	125	39	103
363	122	37	107
360	114	42	116
365	129	36	103
364	125	41	109
361	112	44	122
367	131	36	105
368	131	38	107
371	142	37	101
371	139	39	104
371	139	39	104
373	135	39	110
375	150	38	99
377	145	36	104
377	145	40	106
379	146	38	104
377	144	40	107
378	141	40	112
379	141	43	111
379	143	42	111
379	143	42	111
379	145	42	106
382	143	43	108
383	141	41	108
385	140	40	111
384	141	45	111
387	139	42	113
388	140	46	113
391	140	45	113
393	139	45	116
393	139	45	116
394	138	47	118
398	135	47	121
400	134	45	122
401	133	46	125
402	134	46	125
404	133	47	130
404	136	47	127
403	132	47	132
402	130	46	133
402	130	46	133
403	127	47	137
403	126	45	137
402	125	46	139
401	124	46	139
399	124	46	140
399	122	49	143
400	120	47	145
397	121	51	146
400	116	46	150
400	116	46	150
400	115	46	149
401	115	47	147
402	114	48	150
402	118	51	147
404	118	49	149
401	117	55	152
402	111	53	159
402	115	54	153
405	115	52	152
405	115	52	152
406	108	51	159
404	112	54	155
403	109	57	161
405	110	55	162
404	112	55	161
406	114	54	159
405	114	57	160
408	118	55	157
406	114	59	161
406	114	59	161
419	126	57	146
418	127	54	149
416	127	58	150
416	126	56	150
417	128	58	148
418	128	59	149
418	123	59	152
419	120	56	152
421	120	57	147
421	120	57	147
424	118	56	143
422	115	56	147
422	116	55	145
422	117	57	146
421	120	57	145
423	122	55	146
420	126	57	144
419	128	56	144
417	128	59	147
417	128	59	147
416	134	60	144
416	136	57	145
411	130	62	156
416	140	55	142
407	134	64	150
415	139	57	145
410	134	65	152
413	157	57	132
416	139	56	141
416	139	56	141
420	139	54	147
420	139	55	148
423	139	52	147
421	135	55	151
423	138	56	147
425	140	53	145
425	139	54	146
427	135	54	150
425	134	58	154
425	134	58	154
428	138	57	149
429	135	55	154
429	137	57	151
428	132	59	158
429	135	56	154
428	135	59	155
428	138	61	153
429	141	60	149
429	142	58	149
429	142	58	149
430	141	55	150
429	143	57	148
421	145	64	146
425	145	55	146
425	145	54	145
424	144	59	144
425	141	56	149
422	141	52	152
421	143	50	145
421	143	50	145
413	141	57	144
413	137	50	145
409	138	52	141
407	136	49	141
406	131	49	143
404	129	49	143
403	126	48	143
403	123	48	143
403	121	50	142
403	121	50	142
404	116	58	148
406	111	64	145
414	108	51	146
411	108	57	145
412	108	57	142
413	106	53	142
411	106	65	141
416	106	51	139
413	103	59	142
413	103	59	142
416	100	52	142
412	99	57	143
415	100	51	141
413	99	56	141
413	97	57	146
415	100	52	140
413	98	58	141
415	95	57	143
413	94	58	143
413	94	58	143
416	92	54	144
418	93	53	143
418	93	55	144
417	92	58	146
419	93	57	144
417	94	61	142
422	95	55	141
421	96	52	140
421	96	55	141
421	96	55	141
421	99	55	140
420	102	56	139
421	103	56	138
421	105	57	138
422	106	57	139
423	106	60	140
425	109	55	139
422	107	61	142
425	111	53	137
425	111	53	137
424	112	56	144
425	117	55	139
424	118	54	143
424	122	53	139
422	122	54	142
423	126	54	141
420	124	57	146
423	128	50	144
420	130	55	145
420	130	55	145
419	136	54	142
419	137	51	146
416	140	57	145
417	143	56	142
415	145	60	144
416	146	60	142
417	146	57	143
417	147	57	144
416	147	58	143
416	147	58	143
419	149	58	140
418	150	60	140
420	149	56	141
419	147	59	144
419	149	56	140
418	147	61	144
422	149	53	141
414	148	62	144
416	148	56	145
416	148	56	145
418	151	61	141
420	151	57	141
418	150	63	145
421	151	56	141
421	148	60	145
424	149	57	144
424	148	59	144
419	150	63	142
423	148	53	143
423	148	53	143
422	148	52	143
419	149	55	143
421	149	52	143
422	149	51	144
422	147	52	144
424	146	50	144
424	145	51	146
423	148	52	142
422	146	55	145
422	146	55	145
426	142	52	151
419	142	53	148
420	140	52	150
421	140	48	148
421	140	43	148
419	135	43	152
411	138	50	146
409	137	51	150
408	136	56	150
408	136	56	150
410	136	53	151
411	134	50	152
409	152	50	140
410	149	49	139
410	147	51	140
410	147	51	140
410	147	51	140
410	147	51	140
410	147	51	140
410	147	51	140
410	147	51	140
410	147	51	140
402	102	75	183
400	94	82	187
403	91	80	190
394	93	82	189
394	93	81	188
