sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
1,Basketball,74.82840802783461,100.0,97.93103337287903,99.86206889152527,53.93103361129761,64.96362216368826,725,11.160091999999999
2,BlurBody,71.03011505380323,99.10179376602173,99.70059990882874,100.0,30.838322639465332,61.92554324831735,334,5.393574
3,BlurFace,86.88701690760736,100.0,100.0,100.0,100.0,55.55260076317779,493,8.874472
4,Bolt,1.2847106296018869,1.7142856493592262,1.1428571306169033,1.4285714365541935,0.8571428246796131,67.65779537653691,350,5.173091999999999
5,Bolt2,70.46265425821416,99.65870380401611,86.00682616233826,97.9522168636322,29.010239243507385,63.85199238919119,293,4.588737
6,Boy,84.49047519147419,100.0,100.0,100.0,90.5315637588501,59.40206395530123,602,10.134328
7,ClifBar,53.15031206774332,97.24576473236084,55.5084764957428,54.025423526763916,13.347457349300385,73.34890754416824,472,6.434997
8,Couple,73.82469003913037,100.0,91.42857193946838,98.57142567634583,52.14285850524902,59.2498545204465,140,2.362875
9,Crossing,78.46408095499035,100.0,100.0,100.0,68.33333373069763,63.75623017911781,120,1.8821690000000002
10,Crowds,69.66752437170717,99.71181750297546,79.25072312355042,93.65994334220886,36.02305352687836,70.69686325963474,347,4.90828
11,Dancer,80.5421308961634,100.0,99.5555579662323,100.0,80.4444432258606,65.98420426128925,225,3.4099069999999996
12,Dancer2,77.37864495159833,100.0,100.0,100.0,66.66666865348816,68.0804093175756,150,2.203277
13,David,81.28500891704186,100.0,93.20594668388367,95.75371742248535,81.31634593009949,70.7619879220855,471,6.656116
14,David2,72.48731077082165,100.0,100.0,99.06890392303467,32.58845508098602,74.54875099606572,537,7.20334
15,David3,79.29913143183914,100.0,98.8095223903656,100.0,79.36508059501648,68.20300244772997,252,3.694852
16,DragonBaby,72.80998023310377,93.80530714988708,92.92035102844238,90.26548862457275,51.327431201934814,53.2441470311205,113,2.122299
17,Dudek,84.42791426603738,97.90393114089966,100.0,100.0,88.7336254119873,79.01425541382216,1145,14.491056
18,FaceOcc1,77.43153162976824,85.5381190776825,99.4394600391388,100.0,66.70403480529785,86.52031025484887,892,10.309718
19,FaceOcc2,78.93627766543247,100.0,98.64531755447388,100.0,71.42857313156128,83.18568386674106,812,9.761294999999999
20,FleetFace,77.59480030114639,95.19094824790955,100.0,100.0,67.46817827224731,74.06844783648368,707,9.545225
21,Freeman1,24.139341102058136,51.226991415023804,22.69938588142395,18.40490847826004,7.975459843873978,67.29680699358326,326,4.844212000000001
22,Freeman3,31.995054266454225,92.3913061618805,76.52173638343811,27.173912525177002,11.304347962141037,68.26963776130204,460,6.7379880000000005
23,Freeman4,27.77395012602295,56.5371036529541,21.201413869857788,22.26148396730423,6.360424309968948,65.54502074395683,283,4.317643
24,Girl,70.15755238032301,96.39999866485596,88.80000114440918,95.99999785423279,36.000001430511475,75.483832495337,500,6.6239349999999995
25,Girl2,64.3457371830713,82.33333230018616,79.06666398048401,85.19999980926514,45.66666781902313,76.22438466849151,1500,19.678742
