sequence,len,fps,total_time_sec,status
Basketball,725,19.6738551867111,36.8509371,ok
Biker,142,50.6730722187986,2.8022773,ok
Bird1,408,33.8459686887957,12.0546114,ok
BlurBody,334,31.5329843418718,10.5920834,ok
BlurCar2,585,50.3988951941879,11.6073973,ok
BlurFace,493,54.1734726899217,9.100395,ok
BlurOwl,631,20.0311396287381,31.5009536,ok
Bolt,350,23.893769502308,14.6481701,ok
Box,1161,9.46255114654583,122.6941849,ok
Car1,1020,39.1057495032678,26.0831211,ok
Car4,659,23.7679533345414,27.7264092,ok
CarDark,393,58.8719196447731,6.6755085,ok
CarScale,252,33.7328119275796,7.4704712,ok
ClifBar,472,44.7383564896507,10.5502311,ok
Couple,140,66.2796189414274,2.1122632,ok
Crowds,347,35.4016262466473,9.80180960000001,ok
David,471,29.8798341551208,15.7631397,ok
Deer,71,12.0211697200889,5.9062472,ok
Diving,215,30.7776736522156,6.9855832,ok
DragonBaby,113,17.8778037557912,6.3206869,ok
Dudek,1145,26.2588718751989,43.6043104,ok
Football,362,38.6588414906337,9.363964,ok
Freeman4,283,132.144407221435,2.1415965,ok
Girl,500,53.2270727923547,9.39371590000001,ok
Human3,1698,16.8668308179488,100.670957,ok
Human4-2,667,16.985414825466,39.2689849999999,ok
Human6,792,19.6888050615364,40.2259049,ok
Human9,305,22.2645197810258,13.6989256,ok
Ironman,166,17.7377386439097,9.3585774,ok
Jump,122,10.5753295677936,11.5362835,ok
Jumping,313,69.0572324279349,4.5324724,ok
Liquor,1741,23.5597779519211,73.8971310999999,ok
Matrix,100,22.0371410890715,4.5377937,ok
MotorRolling,164,24.1452777784648,6.7922184,ok
Panda,1000,51.0230949457293,19.5989679,ok
RedTeam,1918,65.3642422227466,29.3432607,ok
Shaking,365,24.0792918281593,15.1582531,ok
Singer2,366,15.3952852426882,23.7735121,ok
Skating1,400,28.947117285766,13.8183017,ok
Skating2-1,473,41.518639112756,11.3924736,ok
Skating2-2,473,21.9762013072076,21.523283,ok
Skiing,81,27.3772715784106,2.9586586,ok
Soccer,392,14.323682588977,27.3672638,ok
Surfer,376,35.329726274771,10.6425959,ok
Sylvester,1345,39.6974670498406,33.8812549,ok
Tiger2,365,13.8121664562834,26.4259775,ok
Trellis,569,17.0001181074989,33.4703557,ok
Walking,412,14.8200448358155,27.8001858,ok
Walking2,500,19.6566354544587,25.4367031,ok
Woman,597,28.2108243004865,21.1620899,ok
Bird2,99,13.2039800316877,7.4977393,ok
BlurCar1,742,27.9885153088069,26.5108739,ok
BlurCar3,357,13.9022961347726,25.6792113,ok
BlurCar4,380,15.3547301066359,24.7480742,ok
Board,698,11.1392010660184,62.6615855,ok
Bolt2,293,29.536960561474,9.91977490000001,ok
Boy,602,20.3916543069643,29.5218814,ok
Car2,913,43.5198821582645,20.9789171,ok
Car24,3059,55.5523900116432,55.0651376,ok
Coke,291,15.7713209195044,18.4512129,ok
Coupon,327,20.8073196765456,15.7156234,ok
Crossing,120,44.2172301133192,2.7138742,ok
Dancer,225,30.5043487338492,7.3759975,ok
Dancer2,150,27.0451384984247,5.5462833,ok
David2,537,77.6717812690898,6.9137078,ok
David3,252,14.6419427082977,17.2108309,ok
Dog,127,30.0130176146637,4.2314972,ok
Dog1,1350,54.926723681962,24.5782,ok
Doll,3872,28.842045211266,134.2484547,ok
FaceOcc1,892,24.3199014535781,36.6777802,ok
FaceOcc2,812,19.0259394738285,42.6785758,ok
Fish,476,27.3681629736387,17.3924717,ok
FleetFace,707,29.7689736901263,23.7495591,ok
Football1,74,41.0219339846212,1.803913,ok
Freeman1,326,85.9933253880073,3.7909919,ok
Freeman3,460,143.30353336357,3.2099697,ok
Girl2,1500,12.2607923900329,122.3411956,ok
Gym,767,25.2824842955393,30.3372086,ok
Human2,1128,4.48646474394489,251.4229052,ok
Human5,713,8.44336183466896,84.4450367,ok
Human7,250,3.4350585716234,72.7789627999999,ok
Human8,128,2.25747358145686,56.7005528,ok
Jogging-1,307,3.22527881335054,95.1855693,ok
Jogging-2,307,11.7232627222508,26.187249,ok
KiteSurf,84,5.90612534384196,14.2225224,ok
Lemming,1336,2.15441241470298,620.122679800001,ok
Man,134,4.83906558871304,27.6912965,ok
Mhyang,1490,17.1688103923708,86.785279,ok
MountainBike,228,14.3869455581952,15.8477002,ok
Rubik,1997,11.8355658743857,168.7287301,ok
Singer1,351,17.2292951069303,20.3722786,ok
Skater,160,26.2945436554011,6.0849126,ok
Skater2,435,18.8509214958791,23.075795,ok
Subway,175,34.5205169240286,5.069449,ok
Suv,945,13.3188759776895,70.9519333000001,ok
Tiger1,349,11.3126326785025,30.8504669,ok
Toy,271,4.89564055167965,55.3553712,ok
Trans,124,15.1181976660209,8.2020359,ok
Twinnings,472,14.1522924775369,33.3514871,ok
Vase,271,41.0555344579934,6.6008153,ok
