sequence_index,sequence,AUC,Precision,Norm_Precision,Success50,Success75,FPS,frames,total_time_sec
1,Basketball,73.72226980827044,97.93103337287903,87.86206841468811,97.10344672203064,49.51724112033844,9.800074823909213,725,73.979027
2,Biker,25.599902272116083,44.36619579792023,43.661972880363464,25.35211145877838,11.267605423927307,22.449535183954968,142,6.325298
3,Bird1,20.994029576591185,35.78431308269501,10.784313827753067,29.411765933036804,3.6764707416296005,22.514578189377623,408,18.121592
4,Bird2,81.97785689853569,100.0,93.9393937587738,100.0,81.81818127632141,21.251521415737717,99,4.6584900000000005
5,BlurBody,72.89414938766264,79.6407163143158,99.70059990882874,99.10179376602173,38.02395164966583,21.906066524395293,334,15.246917999999999
6,BlurCar1,81.02818992601175,99.59568977355957,99.73045587539673,99.86522793769836,78.43665480613708,22.369006180327293,742,33.170897
7,BlurCar2,76.46142399991619,93.84615421295166,99.82905983924866,94.70085501670837,57.26495981216431,22.507743529456572,585,25.991055000000003
8,BlurCar3,81.99537618318713,100.0,100.0,100.0,90.19607901573181,21.623024196164074,357,16.510179
9,BlurCar4,83.80305224306849,100.0,100.0,100.0,92.36842393875122,22.32869352875093,380,17.018461
10,BlurFace,83.72851689503192,100.0,100.0,100.0,96.14604711532593,21.375354476434975,493,23.063944999999997
11,BlurOwl,80.82241133547987,97.78130054473877,96.83042764663696,98.73217344284058,77.33755707740784,21.889437250320352,631,28.826689000000002
12,Board,10.097767745306854,2.435530163347721,10.744985938072205,11.604584753513336,2.435530163347721,25.489392687830893,698,27.383940000000003
13,Bolt,1.1203992294268434,1.7142856493592262,1.1428571306169033,1.4285714365541935,0.5714285653084517,23.488034926573718,350,14.901204
14,Bolt2,73.441702010108,97.61092066764832,88.05460929870605,95.56313753128052,48.46416413784027,24.080025897944576,293,12.167761
15,Box,27.703949673867,38.673555850982666,39.36261832714081,33.59173238277435,17.657192051410675,23.14973545993729,1161,50.151761
16,Boy,80.21084628537679,100.0,99.50166344642639,99.0033209323883,74.75082874298096,22.106114933290208,602,27.232284
17,Car1,15.030820310200957,83.33333134651184,50.49019455909729,5.3921569138765335,2.549019642174244,23.165823233867165,1020,44.030379999999994
18,Car2,68.92725132222522,100.0,100.0,100.0,36.035048961639404,23.688242798625,913,38.542327
19,Car24,41.56222789181142,100.0,100.0,16.31252020597458,11.67048066854477,23.57343424540766,3059,129.76471600000002
20,Car4,49.36036138977116,100.0,100.0,39.9089515209198,14.719271659851074,23.870119312201528,659,27.607738
21,CarDark,88.2220355572972,100.0,100.0,100.0,94.9109435081482,24.331835718131845,393,16.151678999999998
22,CarScale,43.33448847929396,66.66666865348816,65.47619104385376,44.841268658638,26.58730149269104,24.350981127119944,252,10.348659000000001
23,ClifBar,26.527654814579876,44.06779706478119,38.347458839416504,29.661017656326294,8.68644043803215,24.66482488705914,472,19.136564
24,Coke,66.39693123948344,96.2199330329895,76.28865838050842,93.8144326210022,23.711340129375458,22.31493100468721,291,13.040595999999999
25,Couple,61.157817206963415,94.28571462631226,84.28571224212646,76.42857432365417,22.857142984867096,24.98793885736938,140,5.602703
26,Coupon,39.24737689752201,40.366971492767334,40.366971492767334,40.366971492767334,40.366971492767334,25.5263203294035,327,12.810307000000002
27,Crossing,73.75521742716322,100.0,97.50000238418579,96.66666388511658,54.16666865348816,26.04629033539374,120,4.607182
28,Crowds,73.96768389164824,99.71181750297546,84.43803787231445,94.81267929077148,49.56772327423096,23.693803947360426,347,14.645178999999999
29,Dancer,65.04796715221566,100.0,96.88888788223267,91.11111164093018,22.66666740179062,23.822397987992026,225,9.444893
30,Dancer2,77.38493973277876,100.0,100.0,100.0,68.00000071525574,23.17327398503377,150,6.472974000000001
31,David,54.30236539408767,97.87685871124268,70.70063948631287,61.78343892097473,14.861996471881866,23.07130389751717,471,20.414971
32,David2,86.77806195671587,100.0,95.71694731712341,97.95158505439758,94.97206807136536,24.37575595483377,537,22.030085999999997
33,David3,75.06430326235926,100.0,95.23809552192688,100.0,59.52380895614624,21.77948410624862,252,11.570522
34,Deer,73.89102124873403,100.0,100.0,100.0,45.07042169570923,21.34621241525779,71,3.3261170000000004
35,Diving,10.390718016039449,10.232558101415634,6.976744532585144,9.302325546741486,4.1860464960336685,23.075151367626653,215,9.317382000000002
36,Dog,34.131045011066085,93.70078444480896,31.496062874794006,15.748031437397003,3.1496062874794006,23.199919183903564,127,5.474157000000001
37,Dog1,54.180617239824954,99.92592334747314,96.07407450675964,64.37036991119385,14.74074125289917,23.908838679697965,1350,56.464473999999996
38,Doll,47.273415248622115,77.40185856819153,77.84090638160706,62.629133462905884,13.73966932296753,23.153362521519337,3872,167.232729
39,DragonBaby,67.29849753631615,86.72566413879395,83.18583965301514,84.07079577445984,38.053098320961,22.13169770294522,113,5.105798999999999
40,Dudek,75.14108288308873,86.63755655288696,92.13973879814148,91.26637578010559,55.80785870552063,23.026659059221608,1145,49.724973000000006
41,FaceOcc1,77.53626647791846,84.41703915596008,99.55157041549683,100.0,66.92824959754944,25.213527769959008,892,35.377834
42,FaceOcc2,74.49140190504916,88.66994976997375,84.11329984664917,91.62561297416687,61.82265877723694,24.593876203574176,812,33.016349
43,Fish,82.46896744809408,100.0,100.0,100.0,95.16806602478027,23.20367483812999,476,20.513992000000002
44,FleetFace,65.48432576299615,60.96181273460388,84.15841460227966,88.11880946159363,21.074964106082916,22.130120160918214,707,31.947409
45,Football,71.52697962641396,100.0,80.38673996925354,97.51381278038025,41.988950967788696,23.642996500314023,362,15.311087999999998
46,Football1,78.96072165559012,100.0,95.94594836235046,98.64864945411682,67.56756901741028,24.66404405664864,74,3.0003190000000006
47,Freeman1,25.732992962199823,51.840490102767944,21.779140830039978,23.926380276679993,8.282208442687988,24.849292092452174,326,13.119086
48,Freeman3,35.32832846258664,96.7391312122345,46.086955070495605,30.2173912525177,13.913042843341827,23.778489926320283,460,19.345215
49,Freeman4,33.92539618385611,68.90459656715393,21.554769575595856,30.74204921722412,7.067137956619263,24.013515451381966,283,11.785029999999999
50,Girl,72.59359250681133,100.0,88.99999856948853,97.2000002861023,44.200000166893005,24.78331698130079,500,20.174862
51,Girl2,61.05766835676075,78.73333096504211,76.46666765213013,77.46666669845581,38.66666555404663,22.20294513185996,1500,67.558605
52,Gym,49.47846952479318,98.56584072113037,84.09387469291687,40.02607464790344,4.172099009156227,23.023885014335594,767,33.313231
53,Human2,67.8436089994633,46.45390212535858,74.82269406318665,85.19503474235535,36.08156144618988,22.730389271014452,1128,49.625195
54,Human3,1.6108859147425856,2.1790342405438423,2.0612485706806183,2.1790342405438423,1.1778563261032104,21.791813234150208,1698,77.91917000000001
55,Human4_2,37.31226132035687,51.87406539916992,49.92503821849823,50.82458853721619,18.29085499048233,22.97714408016274,667,29.028847000000003
56,Human5,37.94148078907047,98.87797832489014,95.23141384124756,34.221598505973816,23.842917382717133,22.50068227875297,713,31.687928
57,Human6,23.20207541311168,36.23737394809723,36.742424964904785,22.601009905338287,18.05555522441864,22.174016755941352,792,35.717479999999995
58,Human7,48.372829294258864,98.7999975681305,58.399999141693115,39.19999897480011,9.600000083446503,23.308980110913453,250,10.72548
59,Human8,5.196407137705145,8.59375,3.90625,4.6875,2.34375,23.368755863868962,128,5.477399
60,Human9,38.60205445586228,100.0,51.14753842353821,23.93442690372467,3.2786883413791656,22.740812152690015,305,13.412009999999999
61,Ironman,56.56917809784703,82.53012299537659,62.65060305595398,69.27710771560669,14.457830786705017,22.573403336267422,166,7.3537870000000005
62,Jogging_1,18.806345626229103,23.127035796642303,22.149837017059326,22.47557044029236,19.86970752477646,22.812641116062768,307,13.457450999999999
63,Jogging_2,78.68347838350971,100.0,99.34853315353394,99.67426657676697,80.45602440834045,23.528396513720082,307,13.048062999999999
64,Jump,12.362889675644258,8.196721225976944,8.196721225976944,9.01639312505722,4.918032884597778,22.894868453029392,122,5.328705
65,Jumping,72.01713680315547,100.0,93.29073429107666,99.68051314353943,34.82428193092346,24.30149506213807,313,12.879866
66,KiteSurf,71.80588185143493,100.0,91.66666865348816,100.0,30.95238208770752,24.2545410131295,84,3.4632690000000004
67,Lemming,65.50964975807602,88.84730339050293,87.94910311698914,83.45808386802673,30.164670944213867,21.95195935285821,1336,60.860170999999994
68,Liquor,86.00640418244157,98.16197752952576,98.04710149765015,98.21941256523132,79.1499137878418,24.435074344310184,1741,71.250039
69,Man,80.54456025361962,100.0,100.0,100.0,86.56716346740723,26.728639877255702,134,5.013349
70,Matrix,40.03009756559657,64.99999761581421,46.00000083446503,43.99999976158142,7.999999821186066,24.266278729757374,100,4.120945
71,Mhyang,80.7430484781136,100.0,100.0,100.0,73.62416386604309,23.553121845373504,1490,63.261252999999996
72,MotorRolling,12.042282901334305,11.585365980863571,12.195122241973877,12.804877758026123,4.878048598766327,22.808033267463546,164,7.190449
73,MountainBike,65.17137563273452,100.0,76.75438523292542,95.17543911933899,11.84210553765297,22.771828970380742,228,10.012371
74,Panda,51.70019623116675,100.0,28.200000524520874,38.89999985694885,12.999999523162842,23.769488068453846,1000,42.070741999999996
75,RedTeam,48.88755818715066,100.0,58.28988552093506,38.89468312263489,8.863399177789688,22.990485894449886,1918,83.425814
76,Rubik,58.42057923424778,82.62393474578857,81.72258138656616,67.80170202255249,17.976965010166168,22.008309001771984,1997,90.738457
77,Shaking,70.84725820396866,96.16438150405884,92.32876896858215,89.58904147148132,49.589040875434875,21.980078701930015,365,16.605946000000003
78,Singer1,35.47529629535212,56.1253547668457,52.99145579338074,27.635326981544495,11.680911481380463,23.40270847346066,351,14.998264
79,Singer2,3.468877186733532,3.5519126802682877,2.7322404086589813,3.5519126802682877,2.185792289674282,22.453754927326212,366,16.300169
80,Skater,62.921636718576735,97.50000238418579,88.7499988079071,85.00000238418579,16.875000298023224,23.291899470414997,160,6.8693409999999995
81,Skater2,61.75677615639468,87.12643384933472,78.16091775894165,83.67816209793091,14.482758939266205,23.09072851513876,435,18.838729999999998
82,Skating1,45.03310529656122,83.74999761581421,77.24999785423279,40.00000059604645,15.74999988079071,22.49382136902908,400,17.782660999999997
83,Skating2_1,44.628811638624256,56.448203325271606,45.877379179000854,39.5348846912384,13.107822835445404,22.39099573326085,473,21.124563
84,Skating2_2,33.835532963581244,37.843552231788635,31.923890113830566,24.10147935152054,6.976744532585144,23.47775428182368,473,20.146731000000003
85,Skiing,29.351374943542623,50.61728358268738,30.86419701576233,37.03703582286835,4.938271641731262,24.281900271537598,81,3.3358179999999997
86,Soccer,32.67405690117127,43.6224490404129,33.41836631298065,36.47959232330322,17.34693944454193,22.184222309449982,392,17.670216
87,Subway,68.38376569679447,100.0,62.28571534156799,99.42857027053833,22.857142984867096,24.89851011583783,175,7.0285329999999995
88,Surfer,48.06895277435965,99.20212626457214,55.85106611251831,35.638296604156494,3.989361599087715,23.625001358751742,376,15.915342999999998
89,Suv,48.564467230237454,52.48677134513855,52.27513313293457,52.910053730010986,51.851850748062134,23.416139741575023,945,40.35678
90,Sylvester,76.20490005410363,99.40520524978638,95.0929343700409,98.66170883178711,60.37174463272095,23.318517319555678,1345,57.679482
91,Tiger1,65.27441514504837,86.81948184967041,67.6217794418335,92.83667802810669,18.624642491340637,21.639508360290748,349,16.127907999999998
92,Tiger2,61.424842414892524,66.5753424167633,46.027398109436035,66.5753424167633,29.863014817237854,21.40414724411342,365,17.05277
93,Toy,43.6920756802708,78.96679043769836,73.80073666572571,37.26937174797058,13.28413337469101,22.936839730059635,271,11.815054
94,Trans,52.468386291421496,29.83871102333069,54.03226017951965,45.16128897666931,19.354838132858276,23.456420902016667,124,5.286398999999999
95,Trellis,53.58668668655486,97.18804955482483,42.530757188797,68.8927948474884,3.163444623351097,23.220319616068952,569,24.504399999999997
96,Twinnings,56.3283266243226,86.44067645072937,66.52542352676392,57.838982343673706,30.50847351551056,24.08842534320775,472,19.594473
97,Vase,31.537110288964488,50.55350661277771,54.24354076385498,16.236162185668945,6.642066687345505,23.349788184679763,271,11.606101
98,Walking,55.21557470756745,100.0,96.11650705337524,51.69903039932251,14.56310749053955,22.242330296553426,412,18.523239
