234.000000,267.000000,303.000000,90.000000
257.000000,273.000000,303.000000,90.000000
257.000000,273.000000,303.000000,90.000000
271.000000,278.000000,303.000000,90.000000
280.000000,277.000000,303.000000,90.000000
288.000000,275.000000,303.000000,90.000000
289.499328,273.148315,302.001343,89.703369
298.997011,274.296142,301.005978,89.407716
299.493054,274.443481,300.013893,89.113037
308.987461,270.590335,299.025078,88.819330
315.480239,267.736705,298.039522,88.526591
326.971393,264.882592,297.057214,88.234816
336.460928,264.027998,296.078144,87.944003
342.432249,268.019480,296.135502,87.961040
342.403564,268.010960,296.192872,87.978081
349.374874,272.002438,296.250253,87.995125
354.346178,274.993914,296.307645,88.012172
358.317476,275.985389,296.365048,88.029222
361.288769,277.976862,296.422462,88.046276
362.260056,277.968334,296.479887,88.063333
361.995419,277.889728,297.009163,88.220543
362.730308,276.810983,297.539383,88.378035
361.464725,275.732097,298.070550,88.535807
361.198668,273.653070,298.602665,88.693861
361.932135,272.573901,299.135730,88.852197
361.665127,271.494592,299.669747,89.010816
361.397642,271.415141,300.204717,89.169718
362.144561,270.339969,300.710877,89.320063
362.891054,270.264670,301.217891,89.470661
363.637120,270.189244,301.725760,89.621513
364.382757,270.113690,302.234486,89.772619
365.127966,270.038010,302.744068,89.923981
364.872745,269.962201,303.254511,90.075597
366.617093,269.886265,303.765813,90.227469
367.356374,269.808824,304.287252,90.382352
368.095207,268.731250,304.809587,90.537501
368.833591,266.653542,305.332817,90.692916
370.571527,264.575701,305.856946,90.848598
370.309013,264.497727,306.381975,91.004547
372.046048,262.419618,306.907905,91.160764
373.782631,260.341376,307.434737,91.317249
376.427880,258.236004,308.144241,91.527992
379.072309,256.130389,308.855381,91.739222
381.715918,253.024530,309.568163,91.950940
381.358705,252.918427,310.282590,92.163146
383.000667,248.812079,310.998666,92.375841
385.641803,244.705486,311.716394,92.589028
387.282111,240.598647,312.435778,92.802706
390.064839,236.534111,312.870322,92.931779
390.847265,233.469485,313.305471,93.061031
390.629388,233.404769,313.741224,93.190463
391.411208,231.339963,314.177584,93.320074
391.192725,229.275067,314.614551,93.449866
391.973938,227.210080,315.052125,93.579839
391.754846,226.145004,315.490308,93.709992
391.682112,223.123400,315.635776,93.753201
391.609345,223.101786,315.781311,93.796429
390.536544,221.080161,315.926913,93.839677
391.463709,218.058527,316.072582,93.882945
391.390841,217.036883,316.218318,93.926233
391.317939,217.015229,316.364122,93.969541
391.245004,221.993565,316.509993,94.012869
391.219300,221.985931,316.561399,94.028138
393.193593,226.978295,316.612814,94.043410
395.167881,232.970658,316.664238,94.058684
398.142165,238.963019,316.715669,94.073961
401.116445,243.955380,316.767109,94.089240
403.090721,246.947739,316.818557,94.104522
403.064993,246.940097,316.870014,94.119806
405.190734,248.977446,316.618532,94.045108
409.316376,248.014765,316.367249,93.970470
412.441917,245.052055,316.116165,93.895891
414.567359,242.089315,315.865281,93.821371
417.692702,241.126545,315.614596,93.746910
417.817945,241.163746,315.364110,93.672508
420.943089,240.200917,315.113823,93.598165
424.116630,240.252465,314.766739,93.495071
427.289981,241.303955,314.420038,93.392090
431.463141,242.355388,314.073718,93.289223
434.636110,242.406765,313.727780,93.186469
434.808888,242.458086,313.382223,93.083829
437.981476,242.509349,313.037047,92.981301
441.153875,238.560557,312.692251,92.878886
444.338496,235.615395,312.323007,92.769210
446.522900,232.670168,311.954200,92.659663
448.707086,230.724877,311.585828,92.550246
448.891055,230.779521,311.217890,92.440958
451.074806,228.834101,310.850388,92.331798
452.258340,226.888616,310.483319,92.222768
453.441658,227.943067,310.116684,92.113866
453.725413,230.027351,309.549173,91.945299
455.008650,232.111480,308.982701,91.777040
455.291367,232.195456,308.417265,91.609089
455.573568,234.279278,307.852864,91.441445
455.855252,236.362946,307.289496,91.274108
456.136420,237.446461,306.727159,91.107077
456.417074,238.529824,306.165852,90.940352
458.071546,238.724221,304.856909,90.551557
458.723219,238.917788,303.553562,90.164424
461.372106,240.110527,302.255788,89.778947
464.018219,241.302441,300.963561,89.395117
466.661570,241.493536,299.676860,89.012929
471.302170,241.683813,298.395659,88.632374
475.940032,241.873277,297.119936,88.253446
476.531196,242.048870,295.937608,87.902260
481.120008,241.223765,294.759985,87.552471
485.706476,242.397963,293.587047,87.204073
490.290611,246.571469,292.418777,86.857063
494.872422,250.744284,291.255156,86.511433
498.451917,253.916411,290.096166,86.167178
499.029106,254.087853,288.941787,85.824293
502.655630,257.273949,287.688740,85.452101
505.279437,259.459239,286.441127,85.081523
507.900538,260.643724,285.198924,84.712552
510.518946,260.827410,283.962108,84.345181
513.134672,261.010299,282.730656,83.979403
513.747728,261.192394,281.504545,83.615211
516.358125,261.373700,280.283750,83.252599
518.235990,260.634452,278.528020,82.731095
521.108356,258.893571,276.783289,82.212858
522.975257,255.151066,275.049486,81.697867
524.836728,252.406949,273.326544,81.186102
525.692802,252.661228,271.614395,80.677543
528.543514,249.913915,269.912971,80.172170
532.388897,249.165019,268.222205,79.669962
537.111209,249.379567,266.777582,79.240866
543.829630,248.592959,265.340740,78.814081
549.544182,246.805203,263.911636,78.389595
550.254885,247.016303,262.490229,77.967395
555.961761,245.226266,261.076478,77.547469
560.664830,248.435098,259.670341,77.129804
565.364111,254.642805,258.271777,76.714389
569.724126,259.749741,257.551747,76.500519
572.083138,262.856378,256.833725,76.287245
572.441148,262.962717,256.117703,76.074565
569.798161,266.068761,255.403679,75.862479
568.154178,266.174508,254.691644,75.650983
