547.000000,238.000000,22.000000,23.000000
547.000000,238.000000,22.000000,23.000000
547.000000,238.000000,22.000000,23.000000
547.000000,238.000000,22.000000,23.000000
547.000000,238.000000,22.000000,23.000000
548.000000,238.000000,22.000000,23.000000
548.018281,239.019112,21.963438,22.961776
548.036532,239.038193,21.926936,22.923615
548.054753,240.057241,21.890495,22.885517
549.072943,241.076258,21.854114,22.847483
549.091103,242.095244,21.817794,22.809512
550.109233,244.114198,21.781535,22.771605
550.127332,244.133120,21.745335,22.733760
551.149236,246.156019,21.701529,22.687962
551.171095,247.178872,21.657811,22.642257
552.192910,248.201678,21.614180,22.596643
553.214681,249.224439,21.570638,22.551122
554.236408,249.247154,21.527183,22.505692
555.258092,250.269823,21.483816,22.460354
555.279732,250.292447,21.440537,22.415107
556.291596,251.304850,21.416808,22.390299
556.303447,251.317240,21.393105,22.365519
557.315285,251.329617,21.369429,22.340767
558.327111,251.341979,21.345779,22.316042
558.338922,251.354328,21.322155,22.291344
558.350721,251.366663,21.298557,22.266673
559.362507,251.378985,21.274986,22.242030
559.360606,250.376997,21.278789,22.246006
559.358704,250.375009,21.282592,22.249983
559.356802,249.373020,21.286397,22.253960
559.354899,249.371031,21.290202,22.257938
559.352996,248.369042,21.294008,22.261917
559.351093,248.367052,21.297814,22.265896
558.349189,247.365062,21.301621,22.269877
558.382915,247.400320,21.234171,22.199361
557.416533,247.435466,21.166934,22.129068
557.450045,247.470501,21.099911,22.058998
556.483450,247.505425,21.033099,21.989149
555.516750,247.540239,20.966499,21.919522
554.549945,247.574942,20.900110,21.850115
553.583034,248.609536,20.833932,21.780929
552.649631,248.679160,20.700738,21.641680
552.715802,248.748339,20.568395,21.503322
552.781550,248.817075,20.436899,21.365849
552.846878,248.885373,20.306244,21.229255
553.911788,248.953233,20.176423,21.093533
553.976284,249.020660,20.047433,20.958680
554.040366,249.087656,19.919267,20.824688
554.157265,249.209868,19.685469,20.580263
555.272792,249.330647,19.454415,20.338707
555.386963,249.450007,19.226073,20.099986
555.499794,249.567967,19.000411,19.864066
555.611301,249.684542,18.777398,19.630916
555.721499,249.799749,18.557002,19.400502
555.830403,249.913603,18.339193,19.172793
555.851603,249.935767,18.296794,19.128467
555.872754,249.957879,18.254493,19.084243
555.893855,249.979940,18.212289,19.040121
555.914908,250.001949,18.170184,18.996101
555.935912,250.023908,18.128175,18.952183
556.956868,250.045817,18.086264,18.908367
556.977775,250.067674,18.044449,18.864651
556.983486,250.073644,18.033029,18.852712
556.989192,250.079610,18.021616,18.840780
557.994895,251.085572,18.010210,18.828856
558.000594,251.091530,17.998811,18.816939
558.006290,251.097485,17.987420,18.805030
