sequence,frames,fps,total_time_sec
Basketball,725,26.147160098335053,27.72767663002014
Biker,142,25.32991655080695,5.6060192584991455
Bird1,408,27.875072382459756,14.636733293533325
BlurBody,334,26.015800229798902,12.838351964950562
BlurCar2,585,24.82744075169859,23.5626380443573
BlurFace,493,24.99424454429691,19.724540948867798
BlurOwl,631,26.56768814882948,23.75065517425537
Bolt,350,26.53318100799332,13.191030502319336
Box,1161,25.908137805358624,44.812174797058105
Car1,1020,25.28770119970684,40.33581352233887
Car4,659,24.850520967064288,26.518558740615845
CarDark,393,24.82591103727156,15.83023476600647
CarScale,252,25.046362392857457,10.061341285705566
ClifBar,472,24.58787984154056,19.196449756622314
Couple,140,26.610239187484904,5.261132717132568
Crowds,347,27.23789531459617,12.739603996276855
David,471,25.87410708093692,18.203526735305786
Deer,71,29.02868501616097,2.4458565711975098
Diving,215,27.901235713839732,7.705751895904541
DragonBaby,113,26.310412633003335,4.294877529144287
Dudek,1145,25.220189168404197,45.40013527870178
Football,362,25.263908682817934,14.32874083518982
Freeman4,283,24.91352656518133,11.359291076660156
Girl,500,25.22216082374778,19.82383680343628
Human3,1698,26.132538630001974,64.97646570205688
Human4-2,667,25.63752705371899,26.016549825668335
Human6,792,25.382077376361956,31.20311975479126
Human9,305,25.46561439700145,11.976934671401978
Ironman,166,25.837449511071384,6.424782752990723
Jump,122,25.107375675812,4.859129905700684
Jumping,313,25.949986324448908,12.061663389205933
Liquor,1741,25.46335480334164,68.37276601791382
Matrix,100,25.912504743949075,3.859140634536743
MotorRolling,164,25.600074314240118,6.40623140335083
Panda,1000,25.81589757619648,38.73582148551941
RedTeam,1918,25.660544473739794,74.74510145187378
Shaking,365,26.581671767190596,13.731265783309937
Singer2,366,26.036597074513555,14.057136535644531
Skating1,400,25.712474420233466,15.55665135383606
Skating2-1,473,26.337732837477187,17.959024906158447
Skating2-2,473,27.742605531366323,17.049588203430176
Skiing,81,26.226343509212295,3.0884976387023926
Soccer,392,25.41629589029983,15.423175811767578
Surfer,376,25.242126248316648,14.895734071731567
Sylvester,1345,24.95250630370106,53.902400970458984
Tiger2,365,25.72848150124147,14.186612606048584
Trellis,569,26.584906696134173,21.403121948242188
Walking,412,25.43285515151922,16.19951820373535
Walking2,500,26.737351854315783,18.700430870056152
Woman,597,25.663265784474643,23.26282262802124
Bird2,99,25.399949963022795,3.8976454734802246
BlurCar1,742,24.97794000262623,29.706212759017944
BlurCar3,357,25.38604215584364,14.062845945358276
BlurCar4,380,27.15367509765684,13.994422435760498
Board,698,26.314346449471138,26.5254545211792
Bolt2,293,26.595489883397665,11.016905546188354
Boy,602,26.0916203975119,23.0725417137146
Car2,913,25.701661701821493,35.52299499511719
Car24,3059,25.280429799638366,121.00268959999084
Coke,291,25.8105022271965,11.27448034286499
Coupon,327,25.79812855717382,12.67533802986145
Crossing,120,26.012498304178116,4.61316704750061
Dancer,225,26.324155642043316,8.547282695770264
Dancer2,150,25.873902675034383,5.7973473072052
David2,537,25.04058971571141,21.445181846618652
David3,252,24.834720995358197,10.14708399772644
Dog,127,24.316186572456743,5.222858428955078
Dog1,1350,26.186930273850095,51.55243420600891
Doll,3872,25.52554140008197,151.6911997795105
FaceOcc1,892,25.918429585506143,34.4156653881073
FaceOcc2,812,27.38668128522725,29.64944863319397
Fish,476,26.634879271473697,17.87130308151245
FleetFace,707,25.215176627360343,28.03866934776306
Football1,74,25.939413733648117,2.852801561355591
Freeman1,326,25.786452658994882,12.642297267913818
Freeman3,460,25.21535792616609,18.242850303649902
Girl2,1500,25.928525901952224,57.851341247558594
Gym,767,26.204541053903196,29.26973605155945
Human2,1128,25.860812142472184,43.61811971664429
Human5,713,24.971628088972494,28.552403450012207
Human7,250,25.888211128600744,9.656905174255371
Human8,128,24.96889587876021,5.126378059387207
Jogging-1,307,24.821501425849355,12.368309020996094
Jogging-2,307,26.422145192395455,11.619041442871094
KiteSurf,84,24.88228503016307,3.3758957386016846
Lemming,1336,26.12767898703879,51.13351249694824
Man,134,26.91562999576753,4.978519916534424
Mhyang,1490,25.673489830392104,58.03651976585388
MountainBike,228,25.337247817497033,8.99860954284668
Rubik,1997,25.539165626249627,78.19362735748291
Singer1,351,25.945921161976297,13.528137922286987
Skater,160,26.445023329626267,6.05028772354126
Skater2,435,25.982076188800423,16.742311000823975
Subway,175,25.964013256304266,6.740098237991333
Suv,945,25.586228807526652,36.93393063545227
Tiger1,349,24.845757815405488,14.046663522720337
Toy,271,24.87566143413702,10.894182682037354
Trans,124,24.437771545180354,5.074112415313721
Twinnings,472,25.051198737255827,18.841413736343384
Vase,271,25.802766139061156,10.502749919891357
